"","recordid","iid","id","gender","idg","condtn","wave","round","position","positin1","order","partner","pid","match","int_corr","samerace","age_o","race_o","pf_o_att","pf_o_sin","pf_o_int","pf_o_fun","pf_o_amb","pf_o_sha","dec_o","attr_o","sinc_o","intel_o","fun_o","amb_o","shar_o","like_o","prob_o","met_o","age","field","field_cd","undergra","mn_sat","tuition","race","imprace","imprelig","from","zipcode","income","goal","date","go_out","career","career_c","sports","tvsports","exercise","dining","museums","art","hiking","gaming","clubbing","reading","tv","theater","movies","concerts","music","shopping","yoga","exphappy","expnum","attr1_1","sinc1_1","intel1_1","fun1_1","amb1_1","shar1_1","attr4_1","sinc4_1","intel4_1","fun4_1","amb4_1","shar4_1","attr2_1","sinc2_1","intel2_1","fun2_1","amb2_1","shar2_1","attr3_1","sinc3_1","fun3_1","intel3_1","amb3_1","attr5_1","sinc5_1","intel5_1","fun5_1","amb5_1","dec","attr","sinc","intel","fun","amb","shar","like","prob","met","match_es","attr1_s","sinc1_s","intel1_s","fun1_s","amb1_s","shar1_s","attr3_s","sinc3_s","intel3_s","fun3_s","amb3_s","satis_2","length","numdat_2","attr7_2","sinc7_2","intel7_2","fun7_2","amb7_2","shar7_2","attr1_2","sinc1_2","intel1_2","fun1_2","amb1_2","shar1_2","attr4_2","sinc4_2","intel4_2","fun4_2","amb4_2","shar4_2","attr2_2","sinc2_2","intel2_2","fun2_2","amb2_2","shar2_2","attr3_2","sinc3_2","intel3_2","fun3_2","amb3_2","attr5_2","sinc5_2","intel5_2","fun5_2","amb5_2","you_call","them_cal","date_3","numdat_3","num_in_3","attr1_3","sinc1_3","intel1_3","fun1_3","amb1_3","shar1_3","attr7_3","sinc7_3","intel7_3","fun7_3","amb7_3","shar7_3","attr4_3","sinc4_3","intel4_3","fun4_3","amb4_3","shar4_3","attr2_3","sinc2_3","intel2_3","fun2_3","amb2_3","shar2_3","attr3_3","sinc3_3","intel3_3","fun3_3","amb3_3","attr5_3","sinc5_3","intel5_3","fun5_3","amb5_3","X"
"866",263,24,4,0,7,2,2,16,10,NA,15,15,54,0,0.49,1,28,2,40,20,20,20,0,0,1,8,7,8,7,7,8,7,5,2,27,"social work",11,"","","",2,2,3,"new york","11,561","43,185.00",2,6,4,"health/nutrition oriented social worker",9,10,1,10,9,6,6,10,6,3,6,1,6,9,8,8,6,7,5,3,10,20,20,15,20,15,NA,NA,NA,NA,NA,NA,35,10,15,20,10,10,7,9,9,8,8,NA,NA,NA,NA,NA,0,6,8,NA,8,8,8,7,6,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,NA,NA,NA,NA,NA,NA,15,15,10,25,10,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,9,8,9,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,196
"867",264,24,4,0,7,2,2,16,10,NA,6,16,55,0,-0.22,0,23,1,20,25,25,10,10,10,1,8,9,9,8,8,6,8,6,2,27,"social work",11,"","","",2,2,3,"new york","11,561","43,185.00",2,6,4,"health/nutrition oriented social worker",9,10,1,10,9,6,6,10,6,3,6,1,6,9,8,8,6,7,5,3,10,20,20,15,20,15,NA,NA,NA,NA,NA,NA,35,10,15,20,10,10,7,9,9,8,8,NA,NA,NA,NA,NA,0,8,7,7,NA,NA,2,6,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,NA,NA,NA,NA,NA,NA,15,15,10,25,10,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,9,8,9,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,197
"868",265,25,5,0,9,2,2,16,12,NA,13,1,40,0,-0.12,0,25,4,25,20,25,20,10,0,0,8,10,9,9,8,4,3,1,2,25,"Social Work",11,"","","",2,10,2,"Iowa","52,803","23,152.00",1,5,2,"Social Worker",9,7,4,7,7,6,3,5,6,8,9,9,7,10,6,8,8,4,5,4,20,20,15,15,15,15,NA,NA,NA,NA,NA,NA,30,15,10,20,10,15,7,9,7,8,6,NA,NA,NA,NA,NA,0,7,8,9,6,8,5,6,4,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,NA,NA,NA,NA,NA,NA,35,15,10,15,10,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8,8,8,6,NA,NA,NA,NA,NA,0,0,0,NA,NA,20,20,10,15,15,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,9,8,7,7,NA,NA,NA,NA,NA,198
"869",266,25,5,0,9,2,2,16,12,NA,14,2,41,0,0.09,0,30,4,30,20,10,30,0,10,1,5,5,5,5,5,NA,5,NA,2,25,"Social Work",11,"","","",2,10,2,"Iowa","52,803","23,152.00",1,5,2,"Social Worker",9,7,4,7,7,6,3,5,6,8,9,9,7,10,6,8,8,4,5,4,20,20,15,15,15,15,NA,NA,NA,NA,NA,NA,30,15,10,20,10,15,7,9,7,8,6,NA,NA,NA,NA,NA,0,5,8,8,6,8,5,7,3,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,NA,NA,NA,NA,NA,NA,35,15,10,15,10,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8,8,8,6,NA,NA,NA,NA,NA,0,0,0,NA,NA,20,20,10,15,15,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,9,8,7,7,NA,NA,NA,NA,NA,199
"870",267,25,5,0,9,2,2,16,12,NA,15,3,42,0,0.58,0,23,4,20,25,20,15,10,10,1,8,9,7,7,5,NA,8,6,2,25,"Social Work",11,"","","",2,10,2,"Iowa","52,803","23,152.00",1,5,2,"Social Worker",9,7,4,7,7,6,3,5,6,8,9,9,7,10,6,8,8,4,5,4,20,20,15,15,15,15,NA,NA,NA,NA,NA,NA,30,15,10,20,10,15,7,9,7,8,6,NA,NA,NA,NA,NA,0,6,7,8,7,9,7,7,5,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,NA,NA,NA,NA,NA,NA,35,15,10,15,10,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8,8,8,6,NA,NA,NA,NA,NA,0,0,0,NA,NA,20,20,10,15,15,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,9,8,7,7,NA,NA,NA,NA,NA,200
"871",268,25,5,0,9,2,2,16,12,NA,2,4,43,0,-0.2,1,24,2,25,35,30,10,0,0,1,8,5,6,6,5,1,6,1,2,25,"Social Work",11,"","","",2,10,2,"Iowa","52,803","23,152.00",1,5,2,"Social Worker",9,7,4,7,7,6,3,5,6,8,9,9,7,10,6,8,8,4,5,4,20,20,15,15,15,15,NA,NA,NA,NA,NA,NA,30,15,10,20,10,15,7,9,7,8,6,NA,NA,NA,NA,NA,0,4,5,10,4,10,4,4,5,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,NA,NA,NA,NA,NA,NA,35,15,10,15,10,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8,8,8,6,NA,NA,NA,NA,NA,0,0,0,NA,NA,20,20,10,15,15,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,9,8,7,7,NA,NA,NA,NA,NA,201
"872",269,25,5,0,9,2,2,16,12,NA,6,5,44,0,-0.29,1,24,2,25,15,25,25,15,15,1,7,6,6,7,5,4,7,6,2,25,"Social Work",11,"","","",2,10,2,"Iowa","52,803","23,152.00",1,5,2,"Social Worker",9,7,4,7,7,6,3,5,6,8,9,9,7,10,6,8,8,4,5,4,20,20,15,15,15,15,NA,NA,NA,NA,NA,NA,30,15,10,20,10,15,7,9,7,8,6,NA,NA,NA,NA,NA,0,6,7,9,7,9,3,5,4,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,NA,NA,NA,NA,NA,NA,35,15,10,15,10,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8,8,8,6,NA,NA,NA,NA,NA,0,0,0,NA,NA,20,20,10,15,15,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,9,8,7,7,NA,NA,NA,NA,NA,202
"873",270,25,5,0,9,2,2,16,12,NA,9,6,45,0,-0.01,1,28,2,25,15,25,15,0,20,1,7,6,6,7,6,6,7,7,2,25,"Social Work",11,"","","",2,10,2,"Iowa","52,803","23,152.00",1,5,2,"Social Worker",9,7,4,7,7,6,3,5,6,8,9,9,7,10,6,8,8,4,5,4,20,20,15,15,15,15,NA,NA,NA,NA,NA,NA,30,15,10,20,10,15,7,9,7,8,6,NA,NA,NA,NA,NA,0,6,8,7,5,8,7,7,5,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,NA,NA,NA,NA,NA,NA,35,15,10,15,10,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8,8,8,6,NA,NA,NA,NA,NA,0,0,0,NA,NA,20,20,10,15,15,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,9,8,7,7,NA,NA,NA,NA,NA,203
"874",271,25,5,0,9,2,2,16,12,NA,12,7,46,0,-0.24,1,26,2,20,35,20,10,10,5,1,10,8,7,8,7,8,9.5,6,1,25,"Social Work",11,"","","",2,10,2,"Iowa","52,803","23,152.00",1,5,2,"Social Worker",9,7,4,7,7,6,3,5,6,8,9,9,7,10,6,8,8,4,5,4,20,20,15,15,15,15,NA,NA,NA,NA,NA,NA,30,15,10,20,10,15,7,9,7,8,6,NA,NA,NA,NA,NA,0,7,8,8,6,10,6,8,7,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,NA,NA,NA,NA,NA,NA,35,15,10,15,10,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8,8,8,6,NA,NA,NA,NA,NA,0,0,0,NA,NA,20,20,10,15,15,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,9,8,7,7,NA,NA,NA,NA,NA,204
"875",272,25,5,0,9,2,2,16,12,NA,3,8,47,0,-0.05,1,30,2,20,20,25,25,5,5,1,6,7,5,5,5,2,6,5,2,25,"Social Work",11,"","","",2,10,2,"Iowa","52,803","23,152.00",1,5,2,"Social Worker",9,7,4,7,7,6,3,5,6,8,9,9,7,10,6,8,8,4,5,4,20,20,15,15,15,15,NA,NA,NA,NA,NA,NA,30,15,10,20,10,15,7,9,7,8,6,NA,NA,NA,NA,NA,0,3,8,9,8,10,5,8,4,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,NA,NA,NA,NA,NA,NA,35,15,10,15,10,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8,8,8,6,NA,NA,NA,NA,NA,0,0,0,NA,NA,20,20,10,15,15,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,9,8,7,7,NA,NA,NA,NA,NA,205
"876",273,25,5,0,9,2,2,16,12,NA,7,9,48,0,0.38,1,22,2,30,15,25,25,5,0,1,9,8,7,8,NA,5,8,7,2,25,"Social Work",11,"","","",2,10,2,"Iowa","52,803","23,152.00",1,5,2,"Social Worker",9,7,4,7,7,6,3,5,6,8,9,9,7,10,6,8,8,4,5,4,20,20,15,15,15,15,NA,NA,NA,NA,NA,NA,30,15,10,20,10,15,7,9,7,8,6,NA,NA,NA,NA,NA,0,7,8,8,8,6,6,7,6,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,NA,NA,NA,NA,NA,NA,35,15,10,15,10,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8,8,8,6,NA,NA,NA,NA,NA,0,0,0,NA,NA,20,20,10,15,15,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,9,8,7,7,NA,NA,NA,NA,NA,206
"877",274,25,5,0,9,2,2,16,12,NA,10,10,49,0,0.06,0,25,4,20,20,20,20,5,15,1,9,8,7,8,6,5,8,4,2,25,"Social Work",11,"","","",2,10,2,"Iowa","52,803","23,152.00",1,5,2,"Social Worker",9,7,4,7,7,6,3,5,6,8,9,9,7,10,6,8,8,4,5,4,20,20,15,15,15,15,NA,NA,NA,NA,NA,NA,30,15,10,20,10,15,7,9,7,8,6,NA,NA,NA,NA,NA,0,8,8,9,8,9,8,9,8,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,NA,NA,NA,NA,NA,NA,35,15,10,15,10,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8,8,8,6,NA,NA,NA,NA,NA,0,0,0,NA,NA,20,20,10,15,15,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,9,8,7,7,NA,NA,NA,NA,NA,207
"878",275,25,5,0,9,2,2,16,12,NA,11,11,50,0,0.35,0,27,1,35,10,20,15,10,10,1,7,NA,NA,NA,NA,NA,8,7,2,25,"Social Work",11,"","","",2,10,2,"Iowa","52,803","23,152.00",1,5,2,"Social Worker",9,7,4,7,7,6,3,5,6,8,9,9,7,10,6,8,8,4,5,4,20,20,15,15,15,15,NA,NA,NA,NA,NA,NA,30,15,10,20,10,15,7,9,7,8,6,NA,NA,NA,NA,NA,0,9,8,9,8,10,7,8,7,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,NA,NA,NA,NA,NA,NA,35,15,10,15,10,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8,8,8,6,NA,NA,NA,NA,NA,0,0,0,NA,NA,20,20,10,15,15,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,9,8,7,7,NA,NA,NA,NA,NA,208
"879",276,25,5,0,9,2,2,16,12,NA,4,12,51,0,0.11,1,23,2,25,10,35,15,0,15,0,6,4,7,6,2,2,3,3,2,25,"Social Work",11,"","","",2,10,2,"Iowa","52,803","23,152.00",1,5,2,"Social Worker",9,7,4,7,7,6,3,5,6,8,9,9,7,10,6,8,8,4,5,4,20,20,15,15,15,15,NA,NA,NA,NA,NA,NA,30,15,10,20,10,15,7,9,7,8,6,NA,NA,NA,NA,NA,0,6,5,8,7,10,8,6,7,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,NA,NA,NA,NA,NA,NA,35,15,10,15,10,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8,8,8,6,NA,NA,NA,NA,NA,0,0,0,NA,NA,20,20,10,15,15,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,9,8,7,7,NA,NA,NA,NA,NA,209
"880",277,25,5,0,9,2,2,16,12,NA,5,13,52,0,0.28,1,21,2,15,20,15,30,5,15,1,8,7,7,7,6,6,7,3,2,25,"Social Work",11,"","","",2,10,2,"Iowa","52,803","23,152.00",1,5,2,"Social Worker",9,7,4,7,7,6,3,5,6,8,9,9,7,10,6,8,8,4,5,4,20,20,15,15,15,15,NA,NA,NA,NA,NA,NA,30,15,10,20,10,15,7,9,7,8,6,NA,NA,NA,NA,NA,0,5,4,7,5,9,7,5,4,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,NA,NA,NA,NA,NA,NA,35,15,10,15,10,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8,8,8,6,NA,NA,NA,NA,NA,0,0,0,NA,NA,20,20,10,15,15,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,9,8,7,7,NA,NA,NA,NA,NA,210
"881",278,25,5,0,9,2,2,16,12,NA,16,14,53,0,0.11,1,28,2,40,15,20,10,5,10,1,9,8,8,8,8,7,8,8,2,25,"Social Work",11,"","","",2,10,2,"Iowa","52,803","23,152.00",1,5,2,"Social Worker",9,7,4,7,7,6,3,5,6,8,9,9,7,10,6,8,8,4,5,4,20,20,15,15,15,15,NA,NA,NA,NA,NA,NA,30,15,10,20,10,15,7,9,7,8,6,NA,NA,NA,NA,NA,0,7,8,9,7,8,5,7,7,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,NA,NA,NA,NA,NA,NA,35,15,10,15,10,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8,8,8,6,NA,NA,NA,NA,NA,0,0,0,NA,NA,20,20,10,15,15,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,9,8,7,7,NA,NA,NA,NA,NA,211
"882",279,25,5,0,9,2,2,16,12,NA,1,15,54,0,-0.15,1,28,2,40,20,20,20,0,0,1,8,9,9,9,7,5,7,5,2,25,"Social Work",11,"","","",2,10,2,"Iowa","52,803","23,152.00",1,5,2,"Social Worker",9,7,4,7,7,6,3,5,6,8,9,9,7,10,6,8,8,4,5,4,20,20,15,15,15,15,NA,NA,NA,NA,NA,NA,30,15,10,20,10,15,7,9,7,8,6,NA,NA,NA,NA,NA,0,5,8,8,6,9,6,6,7,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,NA,NA,NA,NA,NA,NA,35,15,10,15,10,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8,8,8,6,NA,NA,NA,NA,NA,0,0,0,NA,NA,20,20,10,15,15,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,9,8,7,7,NA,NA,NA,NA,NA,212
"883",280,25,5,0,9,2,2,16,12,NA,8,16,55,0,0.53,0,23,1,20,25,25,10,10,10,1,8,9,8,10,9,8,9,6,2,25,"Social Work",11,"","","",2,10,2,"Iowa","52,803","23,152.00",1,5,2,"Social Worker",9,7,4,7,7,6,3,5,6,8,9,9,7,10,6,8,8,4,5,4,20,20,15,15,15,15,NA,NA,NA,NA,NA,NA,30,15,10,20,10,15,7,9,7,8,6,NA,NA,NA,NA,NA,0,7,7,7,8,8,6,7,5,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,NA,NA,NA,NA,NA,NA,35,15,10,15,10,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8,8,8,6,NA,NA,NA,NA,NA,0,0,0,NA,NA,20,20,10,15,15,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,9,8,7,7,NA,NA,NA,NA,NA,213
"884",281,26,6,0,11,2,2,16,13,NA,14,1,40,0,-0.38,0,25,4,25,20,25,20,10,0,0,8,9,9,8,7,4,3,1,2,23,"Social Work",11,"","","",2,2,4,"California","94,596","43,664.00",1,5,2,"Social work with children",9,9,4,9,7,7,4,6,5,7,5,3,9,9,6,4,5,1,7,10,20,20,20,15,15,10,NA,NA,NA,NA,NA,NA,25,10,10,25,20,10,7,8,8,8,8,NA,NA,NA,NA,NA,0,2,5,5,3,5,2,2,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,214
"885",282,26,6,0,11,2,2,16,13,NA,15,2,41,0,-0.05,0,30,4,30,20,10,30,0,10,1,5,5,5,5,5,NA,5,NA,2,23,"Social Work",11,"","","",2,2,4,"California","94,596","43,664.00",1,5,2,"Social work with children",9,9,4,9,7,7,4,6,5,7,5,3,9,9,6,4,5,1,7,10,20,20,20,15,15,10,NA,NA,NA,NA,NA,NA,25,10,10,25,20,10,7,8,8,8,8,NA,NA,NA,NA,NA,0,2,5,5,3,5,2,2,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,215
"886",283,26,6,0,11,2,2,16,13,NA,16,3,42,0,0.04,0,23,4,20,25,20,15,10,10,1,7,8,8,9,8,NA,7,4,2,23,"Social Work",11,"","","",2,2,4,"California","94,596","43,664.00",1,5,2,"Social work with children",9,9,4,9,7,7,4,6,5,7,5,3,9,9,6,4,5,1,7,10,20,20,20,15,15,10,NA,NA,NA,NA,NA,NA,25,10,10,25,20,10,7,8,8,8,8,NA,NA,NA,NA,NA,0,2,5,5,3,7,3,3,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,216
"887",284,26,6,0,11,2,2,16,13,NA,3,4,43,0,-0.02,1,24,2,25,35,30,10,0,0,1,6,5,7,5,5,2,5,4,2,23,"Social Work",11,"","","",2,2,4,"California","94,596","43,664.00",1,5,2,"Social work with children",9,9,4,9,7,7,4,6,5,7,5,3,9,9,6,4,5,1,7,10,20,20,20,15,15,10,NA,NA,NA,NA,NA,NA,25,10,10,25,20,10,7,8,8,8,8,NA,NA,NA,NA,NA,0,2,6,7,1,7,2,2,3,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,217
"888",285,26,6,0,11,2,2,16,13,NA,7,5,44,0,0.46,1,24,2,25,15,25,25,15,15,1,8,7,7,8,7,7,9,7,2,23,"Social Work",11,"","","",2,2,4,"California","94,596","43,664.00",1,5,2,"Social work with children",9,9,4,9,7,7,4,6,5,7,5,3,9,9,6,4,5,1,7,10,20,20,20,15,15,10,NA,NA,NA,NA,NA,NA,25,10,10,25,20,10,7,8,8,8,8,NA,NA,NA,NA,NA,0,3,8,7,6,6,4,5,4,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,218
"889",286,26,6,0,11,2,2,16,13,NA,10,6,45,0,-0.06,1,28,2,25,15,25,15,0,20,1,7,6,8,7,6,7,8,7,2,23,"Social Work",11,"","","",2,2,4,"California","94,596","43,664.00",1,5,2,"Social work with children",9,9,4,9,7,7,4,6,5,7,5,3,9,9,6,4,5,1,7,10,20,20,20,15,15,10,NA,NA,NA,NA,NA,NA,25,10,10,25,20,10,7,8,8,8,8,NA,NA,NA,NA,NA,0,4,7,6,1,4,3,2,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,219
"890",287,26,6,0,11,2,2,16,13,NA,13,7,46,0,0.22,1,26,2,20,35,20,10,10,5,1,10,9,9,10,7,8,9.5,7,2,23,"Social Work",11,"","","",2,2,4,"California","94,596","43,664.00",1,5,2,"Social work with children",9,9,4,9,7,7,4,6,5,7,5,3,9,9,6,4,5,1,7,10,20,20,20,15,15,10,NA,NA,NA,NA,NA,NA,25,10,10,25,20,10,7,8,8,8,8,NA,NA,NA,NA,NA,0,7,4,5,6,5,4,6,5,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,220
"891",288,26,6,0,11,2,2,16,13,NA,4,8,47,0,-0.05,1,30,2,20,20,25,25,5,5,1,5,6,6,6,6,6,6,6,2,23,"Social Work",11,"","","",2,2,4,"California","94,596","43,664.00",1,5,2,"Social work with children",9,9,4,9,7,7,4,6,5,7,5,3,9,9,6,4,5,1,7,10,20,20,20,15,15,10,NA,NA,NA,NA,NA,NA,25,10,10,25,20,10,7,8,8,8,8,NA,NA,NA,NA,NA,0,3,7,6,4,6,2,2,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,221
