"","recordid","iid","id","gender","idg","condtn","wave","round","position","positin1","order","partner","pid","match","int_corr","samerace","age_o","race_o","pf_o_att","pf_o_sin","pf_o_int","pf_o_fun","pf_o_amb","pf_o_sha","dec_o","attr_o","sinc_o","intel_o","fun_o","amb_o","shar_o","like_o","prob_o","met_o","age","field","field_cd","undergra","mn_sat","tuition","race","imprace","imprelig","from","zipcode","income","goal","date","go_out","career","career_c","sports","tvsports","exercise","dining","museums","art","hiking","gaming","clubbing","reading","tv","theater","movies","concerts","music","shopping","yoga","exphappy","expnum","attr1_1","sinc1_1","intel1_1","fun1_1","amb1_1","shar1_1","attr4_1","sinc4_1","intel4_1","fun4_1","amb4_1","shar4_1","attr2_1","sinc2_1","intel2_1","fun2_1","amb2_1","shar2_1","attr3_1","sinc3_1","fun3_1","intel3_1","amb3_1","attr5_1","sinc5_1","intel5_1","fun5_1","amb5_1","dec","attr","sinc","intel","fun","amb","shar","like","prob","met","match_es","attr1_s","sinc1_s","intel1_s","fun1_s","amb1_s","shar1_s","attr3_s","sinc3_s","intel3_s","fun3_s","amb3_s","satis_2","length","numdat_2","attr7_2","sinc7_2","intel7_2","fun7_2","amb7_2","shar7_2","attr1_2","sinc1_2","intel1_2","fun1_2","amb1_2","shar1_2","attr4_2","sinc4_2","intel4_2","fun4_2","amb4_2","shar4_2","attr2_2","sinc2_2","intel2_2","fun2_2","amb2_2","shar2_2","attr3_2","sinc3_2","intel3_2","fun3_2","amb3_2","attr5_2","sinc5_2","intel5_2","fun5_2","amb5_2","you_call","them_cal","date_3","numdat_3","num_in_3","attr1_3","sinc1_3","intel1_3","fun1_3","amb1_3","shar1_3","attr7_3","sinc7_3","intel7_3","fun7_3","amb7_3","shar7_3","attr4_3","sinc4_3","intel4_3","fun4_3","amb4_3","shar4_3","attr2_3","sinc2_3","intel2_3","fun2_3","amb2_3","shar2_3","attr3_3","sinc3_3","intel3_3","fun3_3","amb3_3","attr5_3","sinc5_3","intel5_3","fun5_3","amb5_3","X"
"280",3315,229,16,1,32,2,9,20,18,6,13,7,200,1,0.32,1,25,2,13.21,18.87,18.87,16.98,16.98,15.09,1,7,10,8,9,NA,8,6,2,2,28,"biomedicine",10,"","","",2,7,1,"New York","11,354","30,146.00",1,6,3,"CEO in For Profit Biomedical Organization",7,8,5,7,7,1,1,5,3,3,8,5,1,5,2,6,1,1,3,NA,21.43,16.67,21.43,16.67,11.9,11.9,10,4,4,10,1,1,15.22,19.57,15.22,17.39,21.74,10.87,8,7,5,10,10,NA,NA,NA,NA,NA,1,8,8,6,6,6,3,NA,NA,NA,6,21.62,21.62,24.32,16.22,8.11,8.11,8,8,9,6,10,4,1,3,NA,NA,NA,NA,NA,NA,22.73,15.91,22.73,15.91,11.36,11.36,10,5,5,10,5,5,17.78,11.11,17.78,20,22.22,11.11,8,8,10,5,10,NA,NA,NA,NA,NA,2,0,0,0,NA,17.39,21.74,21.74,10.87,17.39,10.87,NA,NA,NA,NA,NA,NA,10,3,3,10,1,1,7,8,9,7,9,NA,9,7,12,5,9,NA,NA,NA,NA,NA,NA
"281",3323,229,16,1,32,2,9,20,15,6,10,15,208,1,-0.11,0,25,1,11.54,13.46,19.23,19.23,19.23,17.31,1,8,8,8,8,8,8,8,5,2,28,"biomedicine",10,"","","",2,7,1,"New York","11,354","30,146.00",1,6,3,"CEO in For Profit Biomedical Organization",7,8,5,7,7,1,1,5,3,3,8,5,1,5,2,6,1,1,3,NA,21.43,16.67,21.43,16.67,11.9,11.9,10,4,4,10,1,1,15.22,19.57,15.22,17.39,21.74,10.87,8,7,5,10,10,NA,NA,NA,NA,NA,1,6,8,7,5,6,3,7,5,2,6,21.62,21.62,24.32,16.22,8.11,8.11,8,8,9,6,10,4,1,3,NA,NA,NA,NA,NA,NA,22.73,15.91,22.73,15.91,11.36,11.36,10,5,5,10,5,5,17.78,11.11,17.78,20,22.22,11.11,8,8,10,5,10,NA,NA,NA,NA,NA,2,0,0,0,NA,17.39,21.74,21.74,10.87,17.39,10.87,NA,NA,NA,NA,NA,NA,10,3,3,10,1,1,7,8,9,7,9,NA,9,7,12,5,9,NA,NA,NA,NA,NA,NA
"282",3325,229,16,1,32,2,9,20,1,6,16,17,210,1,0.27,1,29,2,20,15.56,20,15.56,11.11,17.78,1,10,9,9,7,9,NA,8,5,2,28,"biomedicine",10,"","","",2,7,1,"New York","11,354","30,146.00",1,6,3,"CEO in For Profit Biomedical Organization",7,8,5,7,7,1,1,5,3,3,8,5,1,5,2,6,1,1,3,NA,21.43,16.67,21.43,16.67,11.9,11.9,10,4,4,10,1,1,15.22,19.57,15.22,17.39,21.74,10.87,8,7,5,10,10,NA,NA,NA,NA,NA,1,6,8,7,5,6,3,7,5,2,6,21.62,21.62,24.32,16.22,8.11,8.11,8,8,9,6,10,4,1,3,NA,NA,NA,NA,NA,NA,22.73,15.91,22.73,15.91,11.36,11.36,10,5,5,10,5,5,17.78,11.11,17.78,20,22.22,11.11,8,8,10,5,10,NA,NA,NA,NA,NA,2,0,0,0,NA,17.39,21.74,21.74,10.87,17.39,10.87,NA,NA,NA,NA,NA,NA,10,3,3,10,1,1,7,8,9,7,9,NA,9,7,12,5,9,NA,NA,NA,NA,NA,NA
"283",3336,230,17,1,34,2,9,20,9,17,13,8,201,1,-0.83,1,25,2,15.38,17.31,17.31,17.31,17.31,15.38,1,8,8,8,9,9,8,8,8,2,42,"International Affairs",13,"","","",2,5,1,"Detroit, Michigan, USA","48,127","39,123.00",2,7,3,"consulting",7,1,1,2,1,10,10,10,1,1,10,10,10,10,5,10,10,6,5,NA,23.81,23.81,23.81,23.81,2.38,2.38,10,10,10,10,10,10,16.67,16.67,16.67,16.67,16.67,16.67,6,6,6,6,6,NA,NA,NA,NA,NA,1,9,8,9,9,5,5,7,4,2,1,24.32,24.32,18.92,16.22,8.11,8.11,6,8,7,7,5,7,1,3,NA,NA,NA,NA,NA,NA,23.08,20.51,20.51,15.38,7.69,12.82,8,6,6,6,3,7,18.6,16.28,13.95,18.6,18.6,13.95,7,7,7,7,4,NA,NA,NA,NA,NA,3,2,0,NA,NA,18.92,21.62,21.62,16.22,10.81,10.81,NA,NA,NA,NA,NA,NA,8,8,8,8,8,8,6,5,5,7,7,NA,7,7,8,7,4,NA,NA,NA,NA,NA,NA
"284",3341,230,17,1,34,2,9,20,16,17,20,13,206,1,0.09,0,31,1,14.58,16.67,20.83,18.75,16.67,12.5,1,7,7,7,7,7,7,6,5,2,42,"International Affairs",13,"","","",2,5,1,"Detroit, Michigan, USA","48,127","39,123.00",2,7,3,"consulting",7,1,1,2,1,10,10,10,1,1,10,10,10,10,5,10,10,6,5,NA,23.81,23.81,23.81,23.81,2.38,2.38,10,10,10,10,10,10,16.67,16.67,16.67,16.67,16.67,16.67,6,6,6,6,6,NA,NA,NA,NA,NA,1,6,8,9,8,7,7,6,5,2,1,24.32,24.32,18.92,16.22,8.11,8.11,6,8,7,7,5,7,1,3,NA,NA,NA,NA,NA,NA,23.08,20.51,20.51,15.38,7.69,12.82,8,6,6,6,3,7,18.6,16.28,13.95,18.6,18.6,13.95,7,7,7,7,4,NA,NA,NA,NA,NA,3,2,0,NA,NA,18.92,21.62,21.62,16.22,10.81,10.81,NA,NA,NA,NA,NA,NA,8,8,8,8,8,8,6,5,5,7,7,NA,7,7,8,7,4,NA,NA,NA,NA,NA,NA
"285",3343,230,17,1,34,2,9,20,15,17,19,15,208,1,0.31,0,25,1,11.54,13.46,19.23,19.23,19.23,17.31,1,9,9,9,9,9,9,9,9,2,42,"International Affairs",13,"","","",2,5,1,"Detroit, Michigan, USA","48,127","39,123.00",2,7,3,"consulting",7,1,1,2,1,10,10,10,1,1,10,10,10,10,5,10,10,6,5,NA,23.81,23.81,23.81,23.81,2.38,2.38,10,10,10,10,10,10,16.67,16.67,16.67,16.67,16.67,16.67,6,6,6,6,6,NA,NA,NA,NA,NA,1,9,8,7,8,7,7,7,6,2,1,24.32,24.32,18.92,16.22,8.11,8.11,6,8,7,7,5,7,1,3,NA,NA,NA,NA,NA,NA,23.08,20.51,20.51,15.38,7.69,12.82,8,6,6,6,3,7,18.6,16.28,13.95,18.6,18.6,13.95,7,7,7,7,4,NA,NA,NA,NA,NA,3,2,0,NA,NA,18.92,21.62,21.62,16.22,10.81,10.81,NA,NA,NA,NA,NA,NA,8,8,8,8,8,8,6,5,5,7,7,NA,7,7,8,7,4,NA,NA,NA,NA,NA,NA
"286",3346,230,17,1,34,2,9,20,7,17,11,18,211,1,0.25,1,28,2,16.36,16.36,18.18,18.18,16.36,14.55,1,6,9,8,9,8,8,8,9,1,42,"International Affairs",13,"","","",2,5,1,"Detroit, Michigan, USA","48,127","39,123.00",2,7,3,"consulting",7,1,1,2,1,10,10,10,1,1,10,10,10,10,5,10,10,6,5,NA,23.81,23.81,23.81,23.81,2.38,2.38,10,10,10,10,10,10,16.67,16.67,16.67,16.67,16.67,16.67,6,6,6,6,6,NA,NA,NA,NA,NA,1,9,7,7,7,5,7,8,4,2,1,24.32,24.32,18.92,16.22,8.11,8.11,6,8,7,7,5,7,1,3,NA,NA,NA,NA,NA,NA,23.08,20.51,20.51,15.38,7.69,12.82,8,6,6,6,3,7,18.6,16.28,13.95,18.6,18.6,13.95,7,7,7,7,4,NA,NA,NA,NA,NA,3,2,0,NA,NA,18.92,21.62,21.62,16.22,10.81,10.81,NA,NA,NA,NA,NA,NA,8,8,8,8,8,8,6,5,5,7,7,NA,7,7,8,7,4,NA,NA,NA,NA,NA,NA
"287",3352,231,18,1,36,2,9,20,3,8,16,4,197,1,0.43,0,24,6,14,18,20,18,16,14,1,10,10,10,10,10,10,10,1,1,30,"International Affairs",13,"","","",3,1,1,"Los Angeles, CA","92,024","46,153.00",1,6,3,"International affairs related career",9,5,2,7,9,9,6,8,1,9,9,1,8,9,9,10,1,7,5,NA,18.6,20.93,23.26,23.26,2.33,11.63,9,3,4,9,8,8,18.18,11.36,15.91,18.18,20.45,15.91,8,8,8,9,3,NA,NA,NA,NA,NA,1,9,5,6,6,6,9,8,10,1,NA,18.42,21.05,21.05,15.79,10.53,13.16,7,8,7,8,5,5,1,1,NA,NA,NA,NA,NA,NA,18.42,21.05,21.05,18.42,10.53,10.53,9,6,6,8,7,7,15.56,15.56,17.78,17.78,17.78,15.56,7,7,8,8,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"288",3363,231,18,1,36,2,9,20,15,8,8,15,208,1,0.62,0,25,1,11.54,13.46,19.23,19.23,19.23,17.31,1,5,9,9,7,8,7,6,5,2,30,"International Affairs",13,"","","",3,1,1,"Los Angeles, CA","92,024","46,153.00",1,6,3,"International affairs related career",9,5,2,7,9,9,6,8,1,9,9,1,8,9,9,10,1,7,5,NA,18.6,20.93,23.26,23.26,2.33,11.63,9,3,4,9,8,8,18.18,11.36,15.91,18.18,20.45,15.91,8,8,8,9,3,NA,NA,NA,NA,NA,1,8,8,7,9,6,7,8,8,NA,NA,18.42,21.05,21.05,15.79,10.53,13.16,7,8,7,8,5,5,1,1,NA,NA,NA,NA,NA,NA,18.42,21.05,21.05,18.42,10.53,10.53,9,6,6,8,7,7,15.56,15.56,17.78,17.78,17.78,15.56,7,7,8,8,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"289",3367,231,18,1,36,2,9,20,10,8,3,19,212,1,0.35,1,27,3,14.29,18.37,18.37,16.33,18.37,14.29,1,7,7,7,8,7,7,8,10,1,30,"International Affairs",13,"","","",3,1,1,"Los Angeles, CA","92,024","46,153.00",1,6,3,"International affairs related career",9,5,2,7,9,9,6,8,1,9,9,1,8,9,9,10,1,7,5,NA,18.6,20.93,23.26,23.26,2.33,11.63,9,3,4,9,8,8,18.18,11.36,15.91,18.18,20.45,15.91,8,8,8,9,3,NA,NA,NA,NA,NA,1,6,8,7,6,7,10,5,10,1,NA,18.42,21.05,21.05,15.79,10.53,13.16,7,8,7,8,5,5,1,1,NA,NA,NA,NA,NA,NA,18.42,21.05,21.05,18.42,10.53,10.53,9,6,6,8,7,7,15.56,15.56,17.78,17.78,17.78,15.56,7,7,8,8,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"290",3372,232,19,1,38,2,9,20,3,13,11,4,197,1,0.13,0,24,6,14,18,20,18,16,14,1,10,10,10,10,10,10,10,1,1,31,"International Affairs",13,"","","",2,4,7,"Washington, DC","10,471","45,300.00",2,5,4,"public service",9,5,5,9,8,7,8,9,3,8,7,4,6,8,7,7,3,5,4,NA,17.78,17.78,17.78,17.78,13.33,15.56,9,7,8,7,7,7,19.15,17.02,17.02,17.02,14.89,14.89,8,8,8,8,6,NA,NA,NA,NA,NA,1,10,10,9,10,8,8,9,7,1,NA,16.67,18.52,18.52,18.52,12.96,14.81,7,8,8,9,7,8,1,3,NA,NA,NA,NA,NA,NA,16,20,16,20,14,14,9,7,8,8,7,6,17.02,19.15,17.02,17.02,17.02,12.77,8,9,8,8,7,NA,NA,NA,NA,NA,1,0,0,NA,NA,16.33,18.37,18.37,18.37,14.29,14.29,NA,NA,NA,NA,NA,NA,9,7,7,8,7,7,8,8,8,8,8,NA,8,9,8,8,6,NA,NA,NA,NA,NA,NA
"291",3390,233,20,1,40,2,9,20,6,11,16,2,195,1,-0.5,0,27,2,15.38,19.23,19.23,19.23,13.46,13.46,1,6,9,10,9,8,7,7,7,2,29,"Master of International Affairs",13,"","","",4,1,1,"J.P. Morgan","10,017","42,397.00",1,3,2,"banking",7,10,9,8,10,8,8,7,9,8,5,10,8,10,10,10,8,6,7,NA,14,20,18,16,14,18,7,8,7,8,7,8,14,20,14,18,16,18,7,8,8,7,8,NA,NA,NA,NA,NA,1,6,7,7,7,7,NA,6,5,2,5,14.89,17.02,17.02,17.02,17.02,17.02,7,8,8,8,8,8,1,3,NA,NA,NA,NA,NA,NA,13.33,22.22,15.56,17.78,15.56,15.56,7,8,8,8,7,7,15.91,18.18,15.91,18.18,15.91,15.91,6,7,7,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"292",3397,233,20,1,40,2,9,20,12,11,2,9,202,1,0.09,0,22,2,15.38,19.23,19.23,19.23,15.38,11.54,1,7,8,8,9,7,5,6,6,2,29,"Master of International Affairs",13,"","","",4,1,1,"J.P. Morgan","10,017","42,397.00",1,3,2,"banking",7,10,9,8,10,8,8,7,9,8,5,10,8,10,10,10,8,6,7,NA,14,20,18,16,14,18,7,8,7,8,7,8,14,20,14,18,16,18,7,8,8,7,8,NA,NA,NA,NA,NA,1,7,8,8,8,9,NA,8,6,2,5,14.89,17.02,17.02,17.02,17.02,17.02,7,8,8,8,8,8,1,3,NA,NA,NA,NA,NA,NA,13.33,22.22,15.56,17.78,15.56,15.56,7,8,8,8,7,7,15.91,18.18,15.91,18.18,15.91,15.91,6,7,7,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"293",3401,233,20,1,40,2,9,20,16,11,6,13,206,1,-0.21,0,31,1,14.58,16.67,20.83,18.75,16.67,12.5,1,1,7,7,7,7,7,7,7,2,29,"Master of International Affairs",13,"","","",4,1,1,"J.P. Morgan","10,017","42,397.00",1,3,2,"banking",7,10,9,8,10,8,8,7,9,8,5,10,8,10,10,10,8,6,7,NA,14,20,18,16,14,18,7,8,7,8,7,8,14,20,14,18,16,18,7,8,8,7,8,NA,NA,NA,NA,NA,1,7,7,7,7,7,NA,7,5,2,5,14.89,17.02,17.02,17.02,17.02,17.02,7,8,8,8,8,8,1,3,NA,NA,NA,NA,NA,NA,13.33,22.22,15.56,17.78,15.56,15.56,7,8,8,8,7,7,15.91,18.18,15.91,18.18,15.91,15.91,6,7,7,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"294",3403,233,20,1,40,2,9,20,15,11,5,15,208,1,-0.03,0,25,1,11.54,13.46,19.23,19.23,19.23,17.31,1,6,8,8,8,8,7,8,5,2,29,"Master of International Affairs",13,"","","",4,1,1,"J.P. Morgan","10,017","42,397.00",1,3,2,"banking",7,10,9,8,10,8,8,7,9,8,5,10,8,10,10,10,8,6,7,NA,14,20,18,16,14,18,7,8,7,8,7,8,14,20,14,18,16,18,7,8,8,7,8,NA,NA,NA,NA,NA,1,7,8,8,8,8,NA,6,5,2,5,14.89,17.02,17.02,17.02,17.02,17.02,7,8,8,8,8,8,1,3,NA,NA,NA,NA,NA,NA,13.33,22.22,15.56,17.78,15.56,15.56,7,8,8,8,7,7,15.91,18.18,15.91,18.18,15.91,15.91,6,7,7,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"295",3407,233,20,1,40,2,9,20,10,11,20,19,212,1,-0.3,0,27,3,14.29,18.37,18.37,16.33,18.37,14.29,1,6,7,7,7,7,7,7,7,2,29,"Master of International Affairs",13,"","","",4,1,1,"J.P. Morgan","10,017","42,397.00",1,3,2,"banking",7,10,9,8,10,8,8,7,9,8,5,10,8,10,10,10,8,6,7,NA,14,20,18,16,14,18,7,8,7,8,7,8,14,20,14,18,16,18,7,8,8,7,8,NA,NA,NA,NA,NA,1,8,8,8,8,8,NA,7,6,2,5,14.89,17.02,17.02,17.02,17.02,17.02,7,8,8,8,8,8,1,3,NA,NA,NA,NA,NA,NA,13.33,22.22,15.56,17.78,15.56,15.56,7,8,8,8,7,7,15.91,18.18,15.91,18.18,15.91,15.91,6,7,7,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"296",3491,243,1,1,2,1,10,9,1,1,9,2,235,1,0.33,1,23,2,15,15,20,20,20,10,1,6,6,6,5,5,5,5,3,2,27,"Japanese Literature",16,"Yale University","1,450.00","26,100.00",2,2,3,"Portland, Oregon","","",2,6,2,"Professor",2,7,2,7,9,5,8,5,7,3,9,5,5,9,8,8,6,2,6,NA,20,20,20,25,5,10,25,20,15,20,5,15,20,25,15,20,10,10,7,9,8,9,5,7,8,9,6,6,1,8,8,8,8,NA,NA,8,7,0,3,20,20,20,25,5,10,7,9,8,7,5,6,1,3,NA,NA,NA,NA,NA,NA,20,20,20,25,5,10,25,20,15,20,5,15,20,20,15,20,15,10,7,9,8,7,5,7,8,8,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"297",3497,243,1,1,2,1,10,9,9,9,8,8,241,1,0.51,0,29,4,90,2,2,2,2,2,1,5,6,8,7,6,6,7,7,2,27,"Japanese Literature",16,"Yale University","1,450.00","26,100.00",2,2,3,"Portland, Oregon","","",2,6,2,"Professor",2,7,2,7,9,5,8,5,7,3,9,5,5,9,8,8,6,2,6,NA,20,20,20,25,5,10,25,20,15,20,5,15,20,25,15,20,10,10,7,9,8,9,5,7,8,9,6,6,1,7,7,6,8,NA,NA,7,7,0,3,20,20,20,25,5,10,7,9,8,7,5,6,1,3,NA,NA,NA,NA,NA,NA,20,20,20,25,5,10,25,20,15,20,5,15,20,20,15,20,15,10,7,9,8,7,5,7,8,8,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"298",3498,243,1,1,2,1,10,9,4,4,3,9,242,1,0.31,0,26,3,20,20,25,20,5,10,1,4,6,7,3,2,7,6,5,2,27,"Japanese Literature",16,"Yale University","1,450.00","26,100.00",2,2,3,"Portland, Oregon","","",2,6,2,"Professor",2,7,2,7,9,5,8,5,7,3,9,5,5,9,8,8,6,2,6,NA,20,20,20,25,5,10,25,20,15,20,5,15,20,25,15,20,10,10,7,9,8,9,5,7,8,9,6,6,1,7,8,8,8,7,7,8,7,0,3,20,20,20,25,5,10,7,9,8,7,5,6,1,3,NA,NA,NA,NA,NA,NA,20,20,20,25,5,10,25,20,15,20,5,15,20,20,15,20,15,10,7,9,8,7,5,7,8,8,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"299",3503,244,2,1,4,1,10,9,7,7,3,5,238,1,0.18,1,27,2,15,20,20,15,15,15,1,8,9,9,8,9,8,8,7,2,28,"MBA",8,"University of Washington","1,155.00","13,258.00",2,8,9,"Seattle","","",2,5,3,"Management Consultant",7,5,2,10,8,6,4,9,1,3,13,9,8,9,3,4,3,1,5,NA,20,20,20,10,10,20,40,10,10,30,5,5,20,20,10,20,20,10,7,10,7,10,10,7,9,10,8,9,1,8,8,8,8,9,7,8,5,0,1,20,30,20,10,10,10,8,9,9,7,10,7,1,3,NA,NA,NA,NA,NA,NA,20,20,20,15,10,15,50,10,10,10,10,10,30,20,10,15,15,10,8,8,9,7,9,7,7,8,7,10,1,1,1,1,NA,25,25,20,10,5,15,25,25,15,15,10,10,50,10,10,10,10,10,40,15,15,15,5,10,7,9,8,8,9,7,7,8,7,7,NA
"300",3513,245,3,1,6,1,10,9,6,6,4,6,239,1,0.54,1,34,2,10,25,20,20,5,20,1,7,6,9,8,7,7,8,6,2,32,"Philosophy",7,"Columbia","1,430.00","26,908.00",2,1,6,"Lexington, MA","2,173","",4,5,2,"Academic (Law)",1,3,1,2,6,7,8,4,8,6,9,2,7,8,6,6,1,6,2,NA,18,10,30,10,10,22,30,10,12,18,15,15,25,11,11,18,20,15,5,7,6,8,7,6,7,9,7,6,1,6,8,8,6,5,3,7,NA,0,2,18,12,25,15,14,16,6,7,9,7,7,4,1,1,NA,NA,NA,NA,NA,NA,18,12,25,15,13,17,25,17,13,12,15,18,19,16,17,13,22,13,5,6,8,6,7,5,6,9,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"301",3525,246,4,1,8,1,10,9,4,4,7,9,242,1,0.33,0,26,3,20,20,25,20,5,10,1,4,8,8,6,NA,NA,6,6,2,25,"biotechnology",10,"SUNY Stony Brook","1,140.00","9,168.00",2,7,1,"brooklyn, ny","11,234","41,476.00",1,7,6,"scientist",2,6,5,5,7,5,5,3,2,6,8,8,9,9,8,9,5,2,3,NA,35,20,10,20,10,5,45,5,5,30,5,10,40,5,5,30,15,5,7,8,6,7,6,7,7,6,6,4,1,8,7,7,7,5,NA,7,5,0,5,40,20,15,20,0.5,4.5,7,8,7,7,7,4,3,1,NA,NA,NA,NA,NA,NA,40,10,10,20,0,0,50,10,10,25,0,5,25,15,5,25,20,0,7,6,6,7,6,7,7,7,5,5,1,1,1,1,NA,33,15,15,25,7,5,50,25,10,25,0,0,40,15,10,25,5,5,25,10,15,25,15,5,7,7,7,7,5,7,5,6,5,6,NA
"302",3536,248,6,1,12,1,10,9,1,1,5,2,235,1,0.04,0,23,2,15,15,20,20,20,10,1,7,6,6,8,7,7,7,4,2,27,"Business",8,"Cornell","1,360.00","26,062.00",6,1,1,"San Francisco","92,037","49,841.00",1,4,1,"Trader",7,7,1,8,7,5,1,8,6,8,6,3,7,7,4,7,6,1,6,NA,25,15,20,20,15,5,35,5,15,30,5,10,20,15,15,25,20,5,5,6,8,8,8,5,8,6,8,7,1,7,8,6,8,6,4,8,6,0,2,20,10,15,20,20,15,6,7,7,8,8,7,3,3,NA,NA,NA,NA,NA,NA,20,10,10,20,15,15,30,10,20,25,10,5,20,10,20,20,20,10,5,6,8,7,8,6,7,7,8,6,2,0,1,2,NA,25,10,20,20,15,10,25,5,25,25,15,5,25,15,10,25,10,15,20,15,15,25,20,5,6,6,8,8,9,6,7,7,8,5,NA
"303",3542,248,6,1,12,1,10,9,9,9,4,8,241,1,0.17,0,29,4,90,2,2,2,2,2,1,10,6,8,9,7,5,7,6,2,27,"Business",8,"Cornell","1,360.00","26,062.00",6,1,1,"San Francisco","92,037","49,841.00",1,4,1,"Trader",7,7,1,8,7,5,1,8,6,8,6,3,7,7,4,7,6,1,6,NA,25,15,20,20,15,5,35,5,15,30,5,10,20,15,15,25,20,5,5,6,8,8,8,5,8,6,8,7,1,6,7,7,8,7,5,7,6,0,2,20,10,15,20,20,15,6,7,7,8,8,7,3,3,NA,NA,NA,NA,NA,NA,20,10,10,20,15,15,30,10,20,25,10,5,20,10,20,20,20,10,5,6,8,7,8,6,7,7,8,6,2,0,1,2,NA,25,10,20,20,15,10,25,5,25,25,15,5,25,15,10,25,10,15,20,15,15,25,20,5,6,6,8,8,9,6,7,7,8,5,NA
"304",3543,248,6,1,12,1,10,9,4,4,8,9,242,1,0.16,0,26,3,20,20,25,20,5,10,1,5,3,6,7,10,3,7,6,2,27,"Business",8,"Cornell","1,360.00","26,062.00",6,1,1,"San Francisco","92,037","49,841.00",1,4,1,"Trader",7,7,1,8,7,5,1,8,6,8,6,3,7,7,4,7,6,1,6,NA,25,15,20,20,15,5,35,5,15,30,5,10,20,15,15,25,20,5,5,6,8,8,8,5,8,6,8,7,1,8,7,7,6,6,5,8,5,0,2,20,10,15,20,20,15,6,7,7,8,8,7,3,3,NA,NA,NA,NA,NA,NA,20,10,10,20,15,15,30,10,20,25,10,5,20,10,20,20,20,10,5,6,8,7,8,6,7,7,8,6,2,0,1,2,NA,25,10,20,20,15,10,25,5,25,25,15,5,25,15,10,25,10,15,20,15,15,25,20,5,6,6,8,8,9,6,7,7,8,5,NA
